book_a;book_b;count
0451197747;0446605239;5
1558745718;1558744150;5
1558745718;1558744592;5
0553278355;0679746048;5
0425184943;0312195516;5
0440200563;0385315309;5
0440237688;0971880107;5
0064400557;0140328696;5
0373218966;0373218397;5
0140280553;0156027321;5
1558745157;0446605239;5
0553569910;0446610038;5
0440219078;0316284955;5
0743460529;0446672211;5
0440241162;0446610542;5
0373218966;0399149392;5
0553273914;0316666343;5
0451203771;0515131229;5
0064400557;0064400026;5
0064400557;0064400042;5
0553574639;0553574671;5
0440219078;0142001740;5
0373243286;051511779X;5
0375412824;0316780375;5
0446525502;0316969443;5
0425166619;0425155404;5
0452266564;0446610399;5
0375412824;0375726403;5
0553289691;0385722206;5
0345435168;0375412824;5
0373218486;0373218397;5
0373218486;0373218400;5
0375727132;0743418174;5
0786881852;0064407667;5
0345435168;0316666343;5
0553574639;0553578308;5
0452266564;0345337662;5
0380728133;0316666343;5
0440241162;0312983271;5
0345435168;0375726403;5
0449005836;0316666343;5
0373218486;051513287X;5
0373218486;0515126772;5
0140280553;0385722206;5
0684833395;0345313860;5
0373218486;0515128554;5
0440180295;0804106304;5
039480001X;1558531025;5
0380728133;0312195516;5
0451153553;0670844527;5
0375412824;0345435168;5
0449006522;044023722X;5
0786881852;059035342X;5
0786881852;0060928336;5
0373218486;0399149392;5
0425152251;0399501487;5
0553278592;0553295977;5
038572179X;0312195516;5
0345384350;044021145X;5
0373218486;0515130389;5
0373218486;0515132020;5
0670880728;0375727345;5
0451153553;0451181379;5
0449006522;0440213525;5
0671867156;0971880107;5
0375412824;1400031346;5
0451186362;0451132378;5
0425151867;055356451X;5
0446604844;0385504209;5
034529873X;0345362861;5
0345384369;0385504209;5
0743206045;0743418174;5
0425168298;0425121631;5
0440219078;0440498058;5
0375727132;0385335482;5
0446525502;0446608955;5
0373243286;051513287X;5
0679454470;0679441018;5
0451203895;0446606812;5
0373243286;0515128554;5
034529873X;0345339495;5
0373243286;0515121843;5
0440180295;067088300X;5
0425151867;0553569031;5
0446532452;0142001740;5
0375727132;0375727345;5
0894805770;0385504209;5
0373243286;0515128546;5
0743454529;0743245520;5
0440219078;0446610038;5
0425168298;0425141233;5
0345384369;0425121259;5
0440219078;0440998050;5
0515095826;0515102652;5
0743454529;0786868716;5
0316602906;0316693006;5
0515095826;0515090506;5
0515095826;051510566X;5
0425151867;0553292722;5
0553561618;0440214041;5
0671042572;0440222656;5
0811801802;014028009X;5
0451203895;0060929790;5
0671867156;0671758896;5
0553574574;0312976275;5
0811801802;0060987103;5
0440200563;0425107469;5
0440241162;0767907817;5
0375412824;1551665301;5
0375727132;0446670251;5
0373218966;051513287X;5
0373218966;0515136530;5
0140280553;0060987103;5
0515132187;0515131229;5
0440241162;0515136530;5
0515132187;0515130389;5
0515132187;0515126772;5
0451188454;0060928336;5
0440219078;0345337662;5
0515132187;0515136530;5
0671867156;0671014919;5
0345384369;0345386108;5
0373243286;0399147128;5
0684814994;0385505833;5
0515095826;044021145X;5
0671042572;0446672211;5
0440200563;0440111811;5
0684833395;0553296981;5
0743460529;0671003755;5
0743460529;0671793489;5
0743460529;0671004549;5
0553561618;0446606189;5
0743460529;0671568175;5
0743460529;0671867113;5
0553574663;0061009059;5
0446525502;0446531332;5
0451155750;067102423X;5
0553278592;051513287X;5
0446609323;0440225701;5
0671695169;0671729462;5
0811802981;0385504209;5
0446609323;044023722X;5
0553278592;0373244487;5
0451202341;0452282829;5
0446523569;0316666343;5
0425184943;038079487X;5
0064400042;0439064864;5
1558745157;0842329129;5
038572179X;0060928336;5
0394800168;0345337662;5
0446609323;0446612790;5
0446609323;0446613266;5
0441790348;0812550706;5
0446609323;0446603929;5
0894808249;0316666343;5
0671867172;0671867091;5
0449907481;0060922532;5
0671867172;0671793489;5
0449907481;0060915544;5
034538184X;0380710218;5
0425184943;0385722206;5
0451155750;0451170385;5
034538184X;0440214041;5
000649840X;0156027321;5
0451155750;0451176464;5
0064400042;0312278586;5
0451155750;0451161351;5
0449907481;0060934417;5
042510107X;044021145X;5
0446523569;0385504209;5
0440217563;067976402X;5
0671042556;0316666343;5
0440217563;0142001740;5
0064400042;0064400557;5
0373218400;0373218397;5
0373218400;0373218486;5
0446523569;0446531332;5
0373218400;0373243790;5
0373218400;0373244487;5
0373218400;0373483503;5
0425116840;0440224764;5
0671867172;0425163407;5
0684814994;1558744150;5
038572179X;014029628X;5
0743211375;0345384369;5
0553277472;0375706771;5
0671027387;0440213525;5
0449907481;0375727345;5
0515124893;0515122734;5
0684833395;0060929790;5
0684833395;0060929871;5
0385729332;014029628X;5
0553278592;0515128554;5
042510107X;0425116840;5
042510107X;0425109720;5
1558745157;0671004530;5
0684814994;0786868716;5
0671867172;042513525X;5
0440200563;0316666343;5
0553278592;0515132020;5
0894808249;0452282152;5
0684814994;0743237188;5
0811801802;0671001795;5
0671867172;0440225701;5
0671003364;0373483503;5
0515093203;051510566X;5
0425116840;0425147584;5
0451202341;0316899984;5
0671011375;0671011367;5
0743211375;0060928336;5
0380728133;0380978415;5
0425116840;0425083837;5
1558745718;0439064872;5
0425116840;042510107X;5
0373218400;0515128554;5
0515093203;0515087122;5
0451155750;0743211383;5
0380728133;0380813815;5
0440217563;0385504209;5
0894808249;0060502258;5
0671003364;0380820854;5
1558745718;0446672211;5
0671867172;0440236673;5
0811802981;0142001740;5
0373218400;0515132020;5
034538430X;0425124347;5
0373218400;0515136379;5
0894808249;0060928336;5
0060920084;0767902521;5
0743211375;0312195516;5
0451202341;0142000205;5
034538430X;0385504209;5
0345384369;0425163407;5
0670869902;0316666343;5
0446604666;044661193X;5
0399148639;0316666343;5
0425121259;0345384369;5
0399148639;0316693006;5
0894803204;0440226430;5
0064401847;0553280341;5
014034294X;0439139597;5
0553579606;0553571885;5
0553582143;0553582127;5
0399148639;0316693235;5
0425151867;0425161242;5
0425175405;0446310786;5
038533558X;0786868716;5
0345409671;0345422384;5
0743469801;0671001795;5
0446525537;0439064872;5
0553571885;044021145X;5
0345301110;0312195516;5
037541309X;044023722X;5
0446611867;0440211263;5
0316603570;0316693200;5
0345301110;0345313860;5
0446519138;0671003755;5
0553582747;0671888587;5
0425184943;0743237188;5
0743206045;0399148639;5
0671867113;0440225701;5
0805063889;0312278586;5
0553802496;0316666343;5
0449006530;042518286X;5
0440180295;0440998050;5
0425155404;0446609404;5
0345370805;038079487X;5
002542730X;0439136350;5
0140328696;0064400557;5
0399148639;0316154059;5
0671027387;0316666343;5
0743469801;0316096199;5
0671867113;0440220602;5
0316603287;0743245520;5
051512608X;0373483503;5
0385497466;0316693006;5
0684835959;0743206029;5
038572179X;0385512104;5
0345370805;0316666343;5
0679457526;0671001795;5
0553277472;0345337662;5
0553277472;0345313860;5
067088300X;0375707972;5
067088300X;0375725784;5
1558745017;1558744150;5
0380727501;0671027360;5
0805063889;0060938455;5
0671867113;0440214041;5
0345447840;0446672211;5
0316603287;0553802461;5
0316603287;0553802488;5
0425115801;067102423X;5
0743206045;0385504209;5
0894803204;0446672211;5
038572179X;0446310786;5
0385512104;0312195516;5
0373218192;0515136530;5
0064400026;0064400557;5
0743439740;0786868716;5
0894803204;0375706771;5
0385335830;0312278586;5
0385335830;0140293248;5
0894803204;0375727345;5
0440404193;0316666343;5
0743439740;0671004530;5
0385497466;0385490992;5
0060921145;0312195516;5
0894803204;0345339703;5
0425155404;0425166619;5
0671701231;044021145X;5
0446525537;0446520802;5
0385497466;038550120X;5
006099486X;067976402X;5
0440180295;0380789035;5
0451204891;0425182908;5
0553571885;0440225701;5
0446604666;0440234743;5
067088300X;0440180295;5
0451188454;0345361792;5
1558746226;0786868716;5
0316603570;0399150897;5
0316168688;0786868716;5
0553272837;0515120618;5
0440200989;034538475X;5
0671011367;0671011375;5
0743206045;0316693200;5
0812511816;0345313860;5
1558746226;155874262X;5
0385512104;0140298479;5
0385335830;0061009059;5
006440188X;0316666343;5
0425166619;0446609404;5
0553574663;0671001795;5
0553272837;0553294903;5
0671695126;0671759345;5
0345449347;0345361792;5
0553277472;0345370775;5
006099486X;0380813815;5
0743467523;0385504209;5
0345384369;0451156609;5
0380727501;076790382X;5
0679457526;0316666343;5
0345378482;0345339681;5
0394800168;0440998050;5
0515132187;0373484410;5
0553582747;0743235150;5
0345378482;0316666343;5
0441790348;0449212602;5
0446520802;0446672211;5
0446604844;0440225701;5
0446520802;0446525537;5
0446604844;0440236673;5
0553561618;0345313860;5
0451163966;0312195516;5
0553582755;0451156609;5
0375727132;0316096199;5
0345378482;006101351X;5
0380727501;0743418174;5
0425152251;0590353403;5
0375727132;0312278586;5
0684810395;0743206029;5
0684814994;0316666343;5
0345384369;0440213525;5
0375727132;0312291639;5
0316602906;0385504209;5
0553569058;0312195516;5
0553279378;0060987561;5
0345378482;0440211727;5
0440200563;0446605239;5
006099486X;0345361792;5
0345378482;0440206154;5
0316602906;0385511612;5
0618002219;0446365386;5
042511984X;0451184963;5
0446607207;0440226430;5
0345378482;0345354621;5
0060920084;0449221482;5
006099486X;0316666343;5
042511984X;0451167317;5
0425168298;0425182878;5
0553802496;0425107469;5
0553278355;0446672211;5
0399148639;0312265867;5
0515087122;0515093203;5
0743454529;0151008116;5
1558745157;0142001740;5
0679454470;034538475X;5
0515087122;0515102652;5
1558745157;0142000205;5
0679454470;0345337662;5
0679454470;0345351525;5
0451188454;0312195516;5
0679454470;0375401598;5
0425157539;0446610038;5
1558745157;0312278586;5
002542730X;0345370775;5
0440241537;0671027360;5
1558745157;0312195516;5
0515102636;0553294903;5
0805063889;0671027360;5
067088300X;0060987103;5
0440217520;0449221490;5
0060920084;059035342X;5
0743467523;0671793489;5
0515102636;0515136379;5
0446611867;0446532452;5
0553582755;0553580191;5
0743469801;0060987103;5
0553277472;0385504209;5
0312265840;0061009059;5
0385512104;0060928336;5
0515102636;067164257X;5
0399145923;0515132020;5
0446525537;0312278586;5
0425146413;0380718340;5
0440241537;0440220602;5
0440241537;0440214041;5
002542730X;0060987103;5
0446520802;043935806X;5
0743454529;0385504209;5
0440241537;0440236673;5
002542730X;0064407667;5
0671042572;0804106304;5
038572179X;0375726403;5
0312265840;0312966970;5
0440217520;0553280368;5
0345434803;0345351525;5
0064400581;0312195516;5
0451163966;0316769487;5
0440200563;0671534718;5
0515102636;051512219X;5
0060988649;0060987103;5
0440241537;0446613266;5
0671011375;0312966970;5
074343627X;059035342X;5
0446677450;0385504209;5
1573221937;0142001740;5
0767902521;0060920084;5
0451142934;0451184963;5
038531258X;0375727345;5
031298328X;1400031354;5
0425161242;0425151867;5
0553578693;0446612790;5
0425161242;0425147622;5
0385319207;0316666343;5
0452282195;0767905385;5
0877017883;0811811409;5
0060175400;0060199652;5
0440940001;0060987529;5
0399143947;0399145087;5
0312983298;0312983271;5
0316693251;0446607657;5
0316693251;0446610038;5
0380820293;014028009X;5
0553560247;055356773X;5
0316693251;0446612790;5
0375502238;0375727345;5
0451142934;0451177096;5
0380977788;0060977493;5
0316693251;0446364193;5
0671525743;059035342X;5
0877017883;0671001795;5
0767902521;0312995423;5
0440940001;0060976845;5
0446610399;0060928336;5
0767902521;0316666343;5
0804114609;0440226430;5
0671525743;0671001795;5
0345413369;0345413377;5
0452282195;0671003755;5
0451173317;044021145X;5
0060175400;0316666343;5
0671525743;0553572997;5
1573221937;0312195516;5
0451190572;0684853507;5
0385319207;0316569321;5
031298328X;0671001795;5
0767902521;014028009X;5
1592400876;0316666343;5
0515130966;0515135739;5
0515118559;0515128546;5
0515130966;051513287X;5
0446612545;0671042262;5
0804114609;0786868716;5
0375502238;0345438329;5
0440236703;0061009059;5
0060926317;0609804138;5
0316693251;0385472951;5
1592400876;0345445848;5
0553258001;0345361792;5
042510687X;0440234743;5
0679723161;0679735771;5
0312282990;1400031354;5
0743424425;0451177096;5
0743424425;0451176464;5
0345387651;0679746048;5
0679723161;0684801523;5
0743424425;0451169522;5
0425163385;0446610038;5
0743424425;0451167317;5
0679723161;0684874350;5
0452282195;1400031354;5
038550926X;0399146431;5
0553560247;0553572040;5
0425141233;0345337662;5
0345354621;0345378482;5
0064407691;0345339738;5
0446605409;0425182878;5
0060173289;0385484518;5
0345387651;059035342X;5
0671525743;0515120618;5
0446391301;0802130208;5
0440111811;0440222656;5
0553576801;0316693235;5
0060173289;067976402X;5
0449910571;0670892963;5
0399143947;0440214041;5
0385319207;0375707972;5
0425133540;059035342X;5
038533656X;0743418204;5
0440940001;0375727345;5
0373484410;0425183971;5
0440940001;0380002930;5
0345387651;0679745203;5
0060958022;0743237188;5
0373484410;0425189031;5
0399147128;0373218397;5
0399147128;0373243286;5
0440940001;0375726403;5
0399147128;0373484224;5
0671024108;0440241073;5
0553274295;0451169522;5
0064471047;0345370775;5
0812967240;0743418174;5
0671004565;0671793489;5
0345465083;0375706771;5
0425140032;0451176464;5
0440940001;0385505833;5
0312284683;0786868716;5
0684853523;0440211727;5
0345465083;0375727345;5
0142001430;0060930535;5
0425161242;0316666343;5
0553582526;0425154092;5
0425140032;0451181379;5
0375406530;0312195516;5
0345389417;034538475X;5
0064471047;0439136350;5
0440940001;0312195516;5
0373484410;0373483503;5
0373484410;0373484003;5
0373484410;0373484224;5
0553578693;0446609404;5
0140254544;155874262X;5
1592400876;0312305060;5
0345389417;0060928336;5
0786866845;0061009059;5
0671525743;0671705091;5
0399150897;0316154059;5
0786866845;0316666343;5
0373484410;0373243790;5
0804114609;0142001740;5
0064410129;0064407675;5
0440940001;0070212570;5
0399150897;0316693200;5
0425115801;0345342968;5
0399150897;0316603570;5
0446391301;0452269571;5
0553584049;0515136379;5
0060958022;0877017883;5
0446676098;0786868716;5
0060958022;0671510053;5
0553572040;0553560247;5
0440225825;0425182878;5
0312284683;0385335482;5
0553572040;055357258X;5
0452260116;0316666343;5
0380977788;0060928336;5
0671024108;0446610038;5
0553572040;055356773X;5
0440940001;0316666343;5
0375706410;0060987103;5
0373484232;0373244487;5
0380977788;0142001740;5
0440215625;0156027321;5
1565122968;067976402X;5
0312199430;0375726403;5
038531258X;0060987103;5
038531258X;0060987529;5
0553380095;0671003755;5
0812565959;0812575717;5
0452260116;0452282829;5
0440215625;0064472272;5
0671525743;0373483503;5
0312199430;0316666343;5
0451147367;0451153553;5
0671028375;044021145X;5
0425122123;0425109720;5
0451191013;038079487X;5
0553569910;0312980140;5
0553274295;0440940001;5
0380977788;014029628X;5
0451173139;0440211727;5
0451173139;0440220602;5
0316969443;0385484518;5
0451147367;0451172817;5
0140257934;067976402X;5
0446527033;0316693235;5
0451147367;0451176464;5
0786867647;0375727345;5
0345465083;0671001795;5
0345450892;0743418174;5
0553569910;0312983271;5
0767900383;0671027360;5
0679723161;0060929871;5
0345423291;0345438329;5
0425163385;0425182878;5
0446612545;0446607657;5
0553576798;0553578685;5
0767900383;044021145X;5
0375706410;0375705856;5
0449213447;0804106304;5
0671705091;0553569910;5
0767900383;0385484518;5
0671693816;0316690619;5
0452260116;067976402X;5
0380977788;0316776963;5
0767900383;0385722206;5
0440236703;0743418174;5
0440236703;0743235150;5
0316969443;0446608955;5
0345465083;068484477X;5
0553274295;044021145X;5
0316969443;0446525502;5
0440236703;0671001795;5
